-279.754,-342.250,-345.916,-363.529,-268.042,-250.787,-417.620,-243.723,0.448,-0.525,1.010,-2.167,1.221,0.336,73.333,19.000,1.000
-246.406,-254.452,-245.065,-280.917,-232.637,-231.117,-240.058,-230.134,0.447,-0.524,1.010,-2.075,1.251,0.427,73.333,20.000,1.000
-229.150,-214.756,-205.368,-230.402,-228.524,-208.229,-197.768,-212.610,0.447,-0.525,1.008,-2.228,1.251,0.244,73.333,21.000,1.000
-208.855,-203.311,-198.126,-222.176,-221.014,-200.272,-189.990,-207.067,0.448,-0.528,1.009,-2.228,1.190,0.305,73.333,22.000,1.000
-199.914,-198.394,-193.656,-216.901,-214.309,-194.818,-185.162,-202.060,0.448,-0.525,1.010,-2.228,1.251,0.366,73.333,23.000,1.000
-194.907,-194.192,-189.632,-212.252,-208.229,-189.543,-181.496,-197.500,0.447,-0.523,1.009,-2.228,1.282,0.153,73.333,24.000,1.000
-190.437,-190.616,-185.788,-208.050,-202.864,-185.162,-178.188,-193.656,0.448,-0.526,1.010,-2.197,1.251,0.183,73.333,25.000,1.000
-186.145,-187.844,-182.033,-204.206,-198.126,-181.228,-175.327,-189.543,0.447,-0.523,1.007,-2.228,1.251,0.183,73.333,26.000,1.000
-182.927,-184.536,-178.993,-200.719,-193.298,-177.562,-172.287,-185.877,0.446,-0.524,1.008,-2.258,1.373,0.244,73.333,27.000,1.000
-179.619,-181.228,-176.132,-197.232,-188.828,-174.254,-169.963,-182.480,0.448,-0.524,1.007,-2.197,1.312,0.305,73.333,28.000,1.000
-176.579,-178.725,-173.360,-193.834,-184.804,-170.857,-167.102,-179.350,0.446,-0.524,1.009,-2.167,1.373,0.305,73.333,29.000,1.000
-173.807,-176.221,-170.767,-190.794,-180.870,-167.996,-164.956,-176.400,0.447,-0.524,1.010,-2.136,1.282,0.214,73.333,30.000,1.000
-170.946,-173.628,-168.532,-187.933,-177.562,-165.045,-162.810,-173.539,0.447,-0.523,1.007,-2.197,1.312,0.214,73.333,31.000,1.000
-168.890,-171.304,-166.029,-185.430,-174.075,-162.542,-160.843,-170.946,0.447,-0.525,1.007,-2.228,1.251,0.214,73.333,32.000,1.000
-166.386,-169.247,-163.347,-183.016,-170.857,-160.396,-158.697,-168.711,0.447,-0.525,1.009,-2.106,1.251,0.244,73.333,33.000,1.000
-163.794,-167.191,-161.290,-180.602,-168.532,-158.072,-156.909,-166.297,0.445,-0.525,1.010,-2.106,1.282,0.244,73.333,34.000,1.000
-161.648,-165.314,-159.681,-178.278,-165.492,-156.015,-155.479,-164.151,0.447,-0.525,1.008,-2.167,1.343,0.275,73.333,35.000,1.000
-159.770,-163.257,-157.714,-176.489,-162.542,-153.780,-153.959,-162.274,0.447,-0.525,1.007,-2.197,1.343,0.244,73.333,36.000,1.000
-157.893,-161.648,-155.479,-174.254,-160.396,-152.260,-152.081,-160.128,0.447,-0.525,1.007,-2.228,1.282,0.336,73.333,37.000,1.000
-156.283,-160.217,-153.780,-172.108,-158.161,-150.293,-150.740,-158.161,0.447,-0.525,1.005,-2.167,1.312,0.305,73.333,38.000,1.000
-154.406,-158.429,-152.171,-170.231,-156.283,-148.416,-149.399,-156.730,0.446,-0.525,1.008,-2.197,1.251,0.244,73.333,39.000,1.000
-152.797,-157.177,-150.561,-168.622,-153.959,-147.074,-147.879,-154.942,0.448,-0.524,1.007,-2.228,1.190,0.214,73.333,40.000,1.000
-151.277,-156.373,-149.220,-166.833,-152.081,-145.465,-146.806,-153.601,0.448,-0.526,1.007,-2.075,1.251,0.305,73.333,41.000,1.000
-149.846,-154.495,-147.611,-165.761,-150.561,-144.035,-145.733,-152.350,0.448,-0.526,1.010,-2.075,1.190,0.275,73.333,42.000,1.000
-148.416,-153.065,-146.627,-164.419,-148.773,-142.515,-144.392,-150.740,0.448,-0.527,1.010,-2.228,1.312,0.336,73.333,43.000,1.000
-147.253,-151.724,-145.286,-162.810,-146.985,-141.531,-143.230,-149.310,0.448,-0.525,1.008,-2.075,1.282,0.275,73.333,44.000,1.000
-146.091,-150.740,-144.035,-161.469,-145.912,-140.011,-142.336,-147.611,0.448,-0.525,1.009,-2.136,1.282,0.336,73.333,45.000,1.000
-144.929,-149.757,-142.783,-160.307,-144.571,-138.938,-140.995,-146.627,0.447,-0.525,1.010,-2.167,1.312,0.244,73.333,46.000,1.000
-143.766,-148.594,-141.710,-158.966,-143.051,-138.044,-140.280,-145.644,0.448,-0.526,1.007,-2.289,1.282,0.336,73.333,47.000,1.000
-142.515,-147.611,-140.905,-157.714,-141.889,-136.971,-139.564,-144.303,0.448,-0.526,1.008,-2.136,1.221,0.427,73.333,48.000,1.000
-141.710,-146.717,-139.654,-156.641,-140.548,-135.809,-138.491,-143.141,0.448,-0.525,1.007,-2.106,1.312,0.275,73.333,49.000,1.000
-140.637,-145.823,-138.760,-155.747,-139.117,-134.915,-137.776,-142.515,0.447,-0.526,1.008,-2.197,1.190,0.244,73.333,50.000,1.000
-139.564,-144.750,-137.776,-154.853,-138.223,-134.200,-137.061,-141.531,0.447,-0.526,1.008,-2.258,1.251,0.275,73.333,51.000,1.000
-139.028,-143.766,-136.882,-153.601,-137.150,-133.038,-135.630,-140.816,0.448,-0.525,1.008,-2.228,1.251,0.275,73.333,52.000,1.000
-138.044,-143.230,-136.346,-152.975,-136.167,-132.144,-135.094,-139.833,0.447,-0.525,1.008,-2.228,1.190,0.214,73.333,53.000,1.000
-137.150,-142.425,-135.541,-151.992,-135.183,-131.518,-134.647,-138.938,0.445,-0.526,1.008,-2.228,1.190,0.183,73.333,54.000,1.000
-136.346,-141.621,-134.736,-151.187,-134.289,-130.713,-133.663,-138.402,0.445,-0.525,1.008,-2.258,1.160,0.183,73.333,55.000,1.000
-135.809,-140.905,-134.021,-150.293,-133.216,-130.266,-133.306,-137.329,0.447,-0.524,1.008,-2.258,1.312,0.122,73.333,56.000,1.000
-134.915,-140.458,-133.395,-149.399,-132.680,-129.283,-132.680,-136.793,0.448,-0.524,1.011,-2.228,1.251,0.244,73.333,57.000,1.000
-134.200,-139.654,-132.680,-148.952,-131.875,-128.657,-131.965,-136.256,0.446,-0.524,1.010,-2.197,1.343,0.336,73.333,58.000,1.000
-133.574,-139.117,-131.875,-148.058,-131.071,-127.941,-131.607,-135.362,0.447,-0.525,1.009,-2.228,1.251,0.366,73.333,59.000,1.000
-132.948,-138.491,-131.339,-147.343,-130.445,-127.226,-130.981,-134.736,0.447,-0.525,1.010,-2.075,1.251,0.275,73.333,60.000,1.000
-132.591,-137.866,-130.892,-146.717,-129.730,-126.779,-130.355,-134.200,0.447,-0.525,1.006,-2.228,1.251,0.275,73.333,61.000,1.000
-132.054,-137.150,-130.445,-146.180,-129.283,-126.243,-129.998,-133.753,0.447,-0.526,1.009,-2.228,1.251,0.214,73.333,62.000,1.000
-131.607,-136.793,-129.908,-145.644,-128.657,-125.527,-129.104,-132.948,0.445,-0.526,1.009,-2.197,1.251,0.183,73.333,63.000,1.000
-130.892,-136.256,-129.372,-144.929,-127.941,-125.259,-128.925,-132.501,0.447,-0.527,1.008,-2.258,1.251,0.122,73.333,64.000,1.000
-130.266,-135.988,-128.657,-144.303,-127.494,-124.544,-128.925,-132.144,0.447,-0.525,1.009,-2.197,1.251,0.214,73.333,65.000,1.000
-129.819,-135.362,-128.478,-143.856,-127.137,-124.186,-128.388,-131.518,0.448,-0.524,1.010,-2.228,1.282,0.244,73.333,66.000,1.000
-129.551,-134.915,-127.941,-143.409,-126.779,-123.739,-127.763,-131.160,0.447,-0.524,1.009,-2.228,1.160,0.153,73.333,67.000,1.000
-129.283,-134.558,-127.584,-143.051,-126.153,-123.471,-127.137,-130.802,0.448,-0.525,1.008,-2.228,1.190,0.153,73.333,68.000,1.000
-128.835,-134.289,-127.047,-142.247,-125.706,-122.935,-126.690,-130.266,0.448,-0.525,1.006,-2.197,1.190,0.183,73.333,69.000,1.000
-128.657,-133.842,-126.600,-141.889,-125.259,-122.666,-126.511,-129.998,0.448,-0.526,1.009,-2.167,1.160,0.214,73.333,70.000,1.000
-128.210,-133.395,-126.243,-141.621,-124.902,-122.398,-126.153,-129.461,0.447,-0.525,1.009,-2.167,1.251,0.122,73.333,71.000,1.000
-127.941,-132.769,-126.064,-140.995,-124.633,-121.862,-125.706,-129.104,0.446,-0.525,1.010,-2.106,1.251,0.122,73.333,72.000,1.000
-127.137,-132.680,-125.796,-140.727,-123.918,-121.504,-125.438,-128.746,0.448,-0.524,1.009,-2.075,1.343,0.122,73.333,73.000,1.000
-126.869,-132.412,-125.170,-140.637,-123.739,-121.236,-125.080,-128.478,0.449,-0.524,1.009,-1.984,1.251,0.183,73.333,74.000,1.000
-126.511,-131.786,-124.812,-140.101,-123.292,-120.968,-124.902,-128.120,0.448,-0.524,1.006,-2.106,1.251,0.183,73.333,75.000,1.000
-126.600,-131.696,-124.455,-139.833,-123.024,-120.789,-124.812,-127.763,0.447,-0.524,1.007,-2.136,1.282,0.214,73.333,76.000,1.000
-126.064,-131.607,-124.365,-139.296,-122.666,-120.610,-124.365,-127.494,0.448,-0.526,1.009,-2.167,1.251,0.244,73.333,77.000,1.000
-125.438,-131.428,-123.918,-139.207,-122.309,-120.163,-123.918,-127.316,0.447,-0.525,1.007,-2.289,1.282,0.214,73.333,78.000,1.000
-125.349,-131.071,-123.739,-138.938,-122.130,-120.163,-123.918,-126.690,0.448,-0.524,1.009,-2.289,1.282,0.244,73.333,79.000,1.000
-125.170,-130.713,-123.471,-138.491,-121.862,-119.716,-123.829,-126.600,0.447,-0.524,1.010,-2.197,1.282,0.275,73.333,80.000,1.000
-125.080,-130.266,-123.203,-138.491,-121.504,-119.358,-123.471,-126.421,0.446,-0.525,1.011,-2.167,1.251,0.336,73.333,81.000,1.000
-124.902,-129.998,-123.113,-137.866,-121.236,-119.180,-123.113,-126.243,0.449,-0.526,1.007,-2.228,1.312,0.275,73.333,82.000,1.000
-124.723,-129.730,-122.845,-137.419,-121.057,-118.911,-122.935,-125.974,0.447,-0.525,1.007,-2.228,1.251,0.214,73.333,83.000,1.000
-124.365,-129.461,-122.756,-137.419,-120.878,-118.822,-122.935,-125.796,0.446,-0.525,1.010,-2.167,1.221,0.305,73.333,84.000,1.000
-124.007,-129.283,-122.666,-137.061,-120.699,-118.464,-122.577,-125.527,0.445,-0.525,1.010,-2.197,1.221,0.305,73.333,85.000,1.000
-123.918,-129.193,-122.219,-137.061,-120.431,-118.375,-122.130,-125.259,0.446,-0.526,1.008,-2.106,1.221,0.244,73.333,86.000,1.000
-123.560,-129.193,-122.041,-136.882,-120.163,-117.928,-121.951,-125.080,0.446,-0.525,1.008,-2.106,1.282,0.275,73.333,87.000,1.000
-123.650,-128.925,-122.130,-136.435,-120.163,-117.838,-122.041,-124.902,0.446,-0.526,1.010,-2.167,1.251,0.244,73.333,88.000,1.000
-123.471,-128.567,-121.862,-136.435,-119.716,-117.749,-121.772,-124.633,0.447,-0.526,1.011,-2.228,1.251,0.305,73.333,89.000,1.000
-123.113,-128.567,-121.504,-136.167,-119.537,-117.660,-121.504,-124.633,0.446,-0.527,1.009,-2.136,1.160,0.305,73.333,90.000,1.000
-122.935,-128.299,-121.146,-135.809,-119.448,-117.302,-121.504,-124.365,0.445,-0.524,1.010,-2.167,1.129,0.336,73.333,91.000,1.000
-122.756,-128.388,-121.146,-135.809,-119.269,-117.302,-121.325,-124.276,0.446,-0.523,1.008,-2.197,1.221,0.336,73.333,92.000,1.000
-122.756,-128.210,-120.878,-135.809,-118.822,-117.302,-121.236,-124.007,0.445,-0.526,1.007,-2.228,1.282,0.336,73.333,93.000,1.000
-122.666,-127.941,-120.878,-135.541,-118.911,-116.855,-121.057,-123.829,0.446,-0.527,1.008,-2.228,1.312,0.275,73.333,94.000,1.000
-122.666,-127.941,-120.521,-135.183,-118.822,-116.855,-120.878,-123.382,0.445,-0.526,1.010,-2.167,1.190,0.183,73.333,95.000,1.000
-122.398,-127.763,-120.252,-135.094,-118.554,-116.766,-120.968,-123.739,0.447,-0.525,1.009,-2.289,1.190,0.305,73.333,96.000,1.000
-121.951,-127.584,-120.342,-135.005,-118.464,-116.408,-120.789,-123.471,0.447,-0.523,1.008,-2.228,1.221,0.275,73.333,97.000,1.000
-122.041,-127.405,-120.342,-134.826,-118.285,-116.408,-120.610,-123.292,0.447,-0.523,1.008,-2.167,1.251,0.153,73.333,98.000,1.000
-121.951,-127.137,-120.252,-134.647,-118.196,-116.229,-120.521,-123.292,0.446,-0.524,1.010,-2.167,1.251,0.244,73.333,99.000,1.000
-121.772,-127.137,-120.074,-134.468,-118.107,-116.140,-120.342,-123.113,0.448,-0.524,1.007,-2.197,1.221,0.275,73.333,100.000,1.000
-121.951,-127.137,-119.984,-134.200,-118.107,-115.961,-120.252,-122.845,0.447,-0.527,1.009,-2.167,1.251,0.275,73.333,101.000,1.000
-121.683,-126.869,-119.805,-134.200,-118.017,-115.961,-120.342,-122.845,0.449,-0.526,1.008,-2.075,1.221,0.275,73.333,102.000,1.000
-121.504,-126.600,-119.895,-134.200,-117.838,-116.050,-120.163,-123.113,0.448,-0.527,1.010,-2.136,1.129,0.183,73.333,103.000,1.000
-121.236,-126.421,-119.895,-133.842,-117.660,-115.782,-119.984,-122.845,0.448,-0.525,1.013,-2.197,1.190,0.214,73.333,104.000,1.000
-121.057,-126.600,-119.269,-133.842,-117.570,-115.424,-119.716,-122.398,0.446,-0.525,1.009,-2.228,1.343,0.305,73.333,105.000,1.000
-121.325,-126.511,-119.269,-133.932,-117.749,-115.514,-119.537,-122.219,0.447,-0.526,1.009,-2.258,1.190,0.305,73.333,106.000,1.000
-121.236,-126.421,-119.090,-133.663,-117.570,-115.514,-119.895,-122.309,0.448,-0.526,1.011,-2.167,1.160,0.305,73.333,107.000,1.000
-121.057,-126.243,-119.358,-133.485,-117.391,-115.424,-119.716,-122.398,0.448,-0.525,1.008,-2.075,1.282,0.214,73.333,108.000,1.000
-121.057,-126.332,-119.358,-133.574,-117.213,-115.246,-119.448,-122.219,0.448,-0.525,1.009,-2.167,1.282,0.244,73.333,109.000,1.000
-121.057,-126.153,-119.180,-133.306,-117.213,-115.156,-119.448,-122.041,0.448,-0.526,1.008,-2.228,1.190,0.305,73.333,110.000,1.000
-120.699,-126.153,-118.822,-133.216,-117.034,-115.246,-119.448,-121.951,0.448,-0.525,1.006,-2.197,1.251,0.275,73.333,111.000,1.000
-120.521,-125.974,-119.180,-133.485,-116.766,-115.246,-119.269,-121.951,0.447,-0.524,1.013,-2.167,1.251,0.244,73.333,112.000,1.000
-120.521,-125.885,-119.001,-133.216,-116.855,-114.977,-119.180,-121.683,0.447,-0.526,1.012,-2.228,1.221,0.183,73.333,113.000,1.000
-120.342,-126.064,-118.822,-132.948,-116.766,-114.977,-119.090,-121.683,0.449,-0.526,1.012,-2.228,1.251,0.305,73.333,114.000,1.000
-120.163,-125.885,-118.732,-132.859,-116.497,-114.888,-119.269,-121.683,0.448,-0.524,1.009,-2.167,1.312,0.214,73.333,115.000,1.000
-120.163,-125.796,-118.643,-132.859,-116.497,-114.799,-119.090,-121.593,0.447,-0.526,1.007,-2.106,1.190,0.153,73.333,116.000,1.000
-120.074,-125.706,-118.732,-132.859,-116.408,-114.709,-119.001,-121.772,0.448,-0.527,1.006,-2.167,1.251,0.183,73.333,117.000,1.000
-120.163,-125.527,-118.643,-132.859,-116.497,-114.530,-119.001,-121.683,0.446,-0.526,1.005,-2.167,1.221,0.153,73.333,118.000,1.000
-120.163,-125.527,-118.554,-132.769,-116.408,-114.620,-118.822,-121.504,0.449,-0.525,1.007,-2.197,1.282,0.214,73.333,119.000,1.000
-120.163,-125.438,-118.464,-132.680,-116.587,-114.709,-118.732,-121.325,0.448,-0.524,1.009,-2.045,1.251,0.275,73.333,120.000,1.000
-119.984,-125.438,-118.375,-132.591,-116.318,-114.620,-119.001,-121.325,0.449,-0.524,1.010,-2.045,1.251,0.305,73.333,121.000,1.000
-119.984,-125.438,-118.375,-132.680,-116.140,-114.620,-118.732,-121.236,0.448,-0.524,1.011,-2.075,1.190,0.153,73.333,122.000,1.000
-120.074,-125.349,-118.285,-132.680,-116.229,-114.441,-118.554,-121.057,0.446,-0.526,1.009,-2.106,1.190,0.183,73.333,123.000,1.000
-119.984,-125.259,-118.107,-132.054,-116.229,-114.352,-118.554,-121.057,0.449,-0.525,1.008,-2.106,1.190,0.366,73.333,124.000,1.000
-119.895,-125.170,-118.017,-132.322,-116.050,-114.262,-118.643,-121.146,0.449,-0.523,1.010,-2.167,1.190,0.244,73.333,125.000,1.000
-119.984,-124.902,-118.017,-132.233,-115.961,-114.352,-118.554,-121.236,0.447,-0.524,1.010,-2.106,1.251,0.244,73.333,126.000,1.000
-119.716,-124.902,-118.017,-132.233,-115.961,-114.352,-118.285,-121.057,0.449,-0.524,1.011,-2.106,1.312,0.397,73.333,127.000,1.000
-119.627,-125.080,-118.017,-132.233,-115.782,-114.083,-118.464,-121.236,0.448,-0.525,1.012,-2.167,1.221,0.366,73.333,128.000,1.000
-119.537,-125.259,-118.107,-132.322,-115.871,-114.083,-118.375,-121.057,0.449,-0.524,1.011,-2.075,1.221,0.366,73.333,129.000,1.000
-119.358,-125.080,-118.017,-132.054,-115.871,-114.173,-118.464,-120.878,0.447,-0.524,1.009,-2.258,1.312,0.244,73.333,130.000,1.000
-119.448,-124.991,-117.838,-131.786,-115.871,-114.173,-118.375,-120.968,0.448,-0.524,1.009,-2.197,1.221,0.305,73.333,131.000,1.000
-119.627,-125.080,-118.017,-131.786,-116.140,-113.904,-118.196,-120.789,0.447,-0.524,1.009,-2.167,1.251,0.305,73.333,132.000,1.000
-119.627,-124.991,-118.107,-131.965,-115.961,-113.815,-118.196,-120.789,0.448,-0.526,1.011,-2.106,1.282,0.336,73.333,133.000,1.000
-119.537,-125.080,-118.107,-131.696,-115.871,-113.904,-118.196,-120.789,0.446,-0.527,1.010,-2.167,1.282,0.305,73.333,134.000,1.000
-119.537,-125.080,-117.838,-131.875,-115.693,-113.815,-118.196,-120.789,0.446,-0.525,1.009,-2.167,1.282,0.153,73.333,135.000,1.000
-119.448,-124.812,-117.749,-131.965,-115.603,-113.904,-117.928,-120.789,0.447,-0.524,1.007,-2.197,1.343,0.214,73.333,136.000,1.000
-119.627,-124.812,-117.838,-131.875,-115.693,-113.994,-117.928,-120.789,0.448,-0.525,1.007,-2.197,1.343,0.305,73.333,137.000,1.000
-119.537,-124.812,-117.660,-131.696,-115.603,-113.815,-118.196,-120.699,0.448,-0.524,1.007,-2.136,1.373,0.366,73.333,138.000,1.000
-119.537,-124.633,-117.660,-131.786,-115.603,-114.083,-118.196,-120.610,0.448,-0.525,1.006,-2.197,1.373,0.275,73.333,139.000,1.000
-119.448,-124.812,-117.660,-131.786,-115.603,-113.904,-118.196,-120.431,0.447,-0.526,1.010,-2.136,1.312,0.214,73.333,140.000,1.000
-119.090,-124.633,-117.749,-131.786,-115.514,-113.904,-118.107,-120.521,0.446,-0.526,1.006,-2.136,1.282,0.244,73.333,141.000,1.000
-119.269,-124.633,-117.838,-131.696,-115.693,-114.083,-117.928,-120.610,0.448,-0.526,1.007,-2.106,1.373,0.214,73.333,142.000,1.000
-119.090,-124.902,-117.660,-131.607,-115.603,-113.904,-117.749,-120.342,0.446,-0.525,1.009,-2.136,1.251,0.305,73.333,143.000,1.000
-119.001,-124.544,-117.481,-131.607,-115.335,-113.726,-117.928,-120.163,0.446,-0.526,1.011,-2.136,1.312,0.305,73.333,144.000,1.000
-119.180,-124.544,-117.481,-131.518,-115.246,-113.726,-117.838,-120.252,0.448,-0.524,1.011,-2.136,1.312,0.214,73.333,145.000,1.000
-119.358,-124.455,-117.570,-131.696,-115.246,-113.815,-117.928,-120.521,0.448,-0.526,1.007,-2.106,1.190,0.214,73.333,146.000,1.000
-119.180,-124.455,-117.660,-131.518,-115.514,-113.904,-117.838,-120.610,0.448,-0.526,1.006,-2.106,1.251,0.183,73.333,147.000,1.000
-119.269,-124.365,-117.481,-131.607,-115.603,-113.726,-117.749,-120.342,0.448,-0.525,1.008,-1.984,1.251,0.214,73.333,148.000,1.000
-119.090,-124.365,-117.302,-131.249,-115.424,-113.726,-117.660,-120.163,0.448,-0.525,1.010,-2.075,1.221,0.305,73.333,149.000,1.000
-119.090,-124.186,-117.302,-131.249,-115.424,-113.815,-117.749,-119.984,0.447,-0.525,1.008,-2.167,1.251,0.122,73.333,150.000,1.000
-119.180,-124.455,-116.944,-131.160,-115.335,-113.726,-117.749,-120.342,0.448,-0.526,1.010,-2.197,1.282,0.153,73.333,151.000,1.000
-119.180,-124.544,-117.391,-131.428,-115.335,-113.636,-117.749,-120.252,0.447,-0.524,1.008,-2.167,1.343,0.214,73.333,152.000,1.000
-118.822,-124.276,-117.481,-131.428,-115.067,-113.547,-117.749,-120.342,0.448,-0.523,1.011,-2.258,1.251,0.244,73.333,153.000,1.000
-118.911,-124.186,-117.481,-131.249,-115.067,-113.636,-117.749,-120.074,0.449,-0.525,1.009,-2.258,1.251,0.275,73.333,154.000,1.000
-119.001,-124.186,-117.302,-131.518,-115.424,-113.636,-117.660,-120.074,0.448,-0.526,1.010,-2.167,1.251,0.275,73.333,155.000,1.000
-119.180,-124.455,-117.213,-131.339,-114.977,-113.457,-117.660,-120.342,0.449,-0.526,1.011,-2.045,1.251,0.244,73.333,156.000,1.000
-119.180,-124.365,-117.481,-131.160,-114.977,-113.636,-117.749,-120.252,0.447,-0.525,1.008,-2.075,1.190,0.183,73.333,157.000,1.000
-118.643,-124.007,-117.302,-131.339,-115.156,-113.457,-117.749,-119.984,0.447,-0.525,1.010,-2.106,1.282,0.275,73.333,158.000,1.000
-118.732,-123.739,-117.213,-131.160,-115.156,-113.457,-117.660,-119.895,0.447,-0.525,1.010,-2.045,1.221,0.336,73.333,159.000,1.000
-118.911,-124.007,-117.123,-131.160,-115.335,-113.189,-117.570,-119.984,0.447,-0.525,1.010,-2.106,1.251,0.366,73.333,160.000,1.000
-119.090,-124.007,-117.302,-131.249,-115.335,-113.279,-117.391,-119.984,0.448,-0.525,1.009,-2.197,1.190,0.336,73.333,161.000,1.000
-118.911,-123.650,-117.034,-131.249,-115.246,-113.457,-117.302,-120.074,0.447,-0.526,1.011,-2.258,1.251,0.244,73.333,162.000,1.000
-119.001,-123.560,-117.213,-131.339,-115.246,-113.189,-117.302,-119.895,0.449,-0.527,1.009,-2.258,1.282,0.275,73.333,163.000,1.000
-119.090,-124.186,-117.213,-131.160,-114.977,-113.189,-117.481,-120.163,0.448,-0.525,1.009,-2.228,1.251,0.275,73.333,164.000,1.000
-118.822,-124.007,-117.213,-130.892,-115.067,-113.189,-117.660,-120.342,0.446,-0.526,1.009,-2.228,1.251,0.244,73.333,165.000,1.000
-118.554,-123.650,-117.302,-131.071,-115.424,-113.457,-117.660,-120.074,0.448,-0.525,1.008,-2.136,1.221,0.244,73.333,166.000,1.000
-118.643,-123.382,-117.302,-130.892,-115.246,-113.457,-117.302,-119.984,0.446,-0.526,1.009,-2.197,1.221,0.336,73.333,167.000,1.000
-118.732,-123.918,-117.302,-130.802,-115.067,-113.279,-117.481,-119.984,0.447,-0.524,1.010,-2.136,1.312,0.244,73.333,168.000,1.000
-118.732,-124.007,-117.213,-131.071,-115.067,-113.368,-117.302,-119.716,0.448,-0.525,1.011,-2.228,1.251,0.153,73.333,169.000,1.000
-118.732,-123.471,-117.213,-131.071,-115.067,-113.547,-117.302,-119.805,0.448,-0.527,1.011,-2.197,1.343,0.275,73.333,170.000,1.000
-118.554,-122.935,-117.213,-130.981,-115.335,-113.279,-117.302,-119.716,0.447,-0.524,1.009,-2.228,1.312,0.244,73.333,171.000,1.000
-118.822,-123.471,-117.034,-130.981,-115.246,-113.189,-117.481,-119.895,0.447,-0.524,1.010,-2.167,1.221,0.366,73.333,172.000,1.000
-118.643,-123.918,-117.034,-131.071,-115.246,-113.279,-117.302,-119.984,0.447,-0.525,1.008,-2.197,1.251,0.214,73.333,173.000,1.000
-118.554,-123.113,-116.855,-130.981,-115.156,-113.368,-117.123,-119.895,0.447,-0.526,1.008,-2.075,1.343,0.275,73.333,174.000,1.000
-118.643,-123.024,-117.034,-130.892,-114.977,-113.279,-116.855,-120.163,0.446,-0.525,1.007,-2.167,1.312,0.275,73.333,175.000,1.000
-118.643,-123.560,-116.855,-131.071,-115.067,-113.010,-117.391,-120.252,0.446,-0.523,1.009,-2.136,1.312,0.214,73.333,176.000,1.000
-118.554,-123.918,-117.034,-130.892,-114.977,-113.100,-117.481,-119.895,0.446,-0.522,1.012,-2.197,1.221,0.122,73.333,177.000,1.000
-118.643,-123.113,-117.391,-130.892,-114.888,-113.279,-116.944,-119.895,0.447,-0.525,1.010,-2.197,1.190,0.183,73.333,178.000,1.000
-118.822,-122.577,-117.034,-130.713,-115.067,-113.279,-116.766,-119.984,0.448,-0.526,1.011,-2.258,1.190,0.183,73.333,179.000,1.000
